BIGG,Fingerprint
ppi,0000000000000000000001000000000000000100000001000010000000000000010000000000000000000000000000100000000000001000000000000000000000000100000000000000100000000000000010000000000000000000000000000000000000000100000000000000010000000000000000000000100000000000000000000000000011000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001100000000001010000000000000000000000000001001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000100000000000000000110000001000000000000000100000100000000110000000000000000000000000000000000000000000000000000000000100000100000000000001000000000000000100000000000000000100000000000010000000000010000000100010000000000000000000000000000000000000000001000000000000010000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000011000000010
ppmi1346p,1110000000000011000011001000101001001100001111100011101011010000010100111010100001000000000110100010101001000110100000111011011000000111100001001000100000110001000101001010101000010100000000100100001000010000010000000000011101100101000001000010000000001000001000100000000111000100000110000000001110000000100000001001110001001010000000000010000001011000101010100001100110001011000001010000100111110110011010000001010100010010010000000101100011101001010100010001100101010100100000000110001000010101000000100011000000000010000000010001000110000100010001000011000010100000100000001000000110000000000000000010001100001001000001000000100100000101100100010010000000000011001011100000001000011100000100010000000011000110000000000000000011010000001000001001101100101000100011001101011010011001011101100101100100010000001100100001010000010110101001010100111000100000100000001000010010011000001100000001000000000001000100100000100000000000000000010010100010010000100011000000100000001000000100010010011010100100000000100010101010000000
ppp9,1011010000110111000111100011010101101001101110001001100001011000110110011101001111111101101101101111010111110100001101100110001101111111100001100100011110000001110011110011100100000010000000000011011110100011010100100001000010010001000101000001000111000010011001000100001101100010011011111000111000100101010011011111011111010010111100001000111010000101011011001111011000000110101111000010101110011100011101101001011101011101000100011110101001011110110110010001011010000110110010010000111001010101111011101011111001110111111110100110001110101100100010000100011111100110010011001011111101010010111000101001010011000110000001010110101011001010111010010010000001101101001111110111101101001100111001110100001110111100001001011001001011011111111110101000111111100000111110111000110000101000010001111011010100011000111111001110111110101010001011111111010010011111011101011110101001110101110111110101000100110010011111010011011010110111111111110001011101000011000001100011010110110101010010000111100101100100010100001011101101000101
pppg9,1111111010111010100111100111010111101100101110001101101000111101110011011111100011100111011100101111010111010000101111100001010101001100110010000101001111011001111011011011100111010111000010011001011111011011010010101001110110010111111111110101010111010001011000011010101011010010111111101100011001000001000111010001001111011110111100001100101101010111111111001111110000100110000100010001101111010110000101011011111100011101001000101110001001100100111010101000011011010110011011100010110010111000010010001111110011100001110011110110001111111111101011010110111111101010011110001011010111110110101000101111100111000101110010010101101111101010011110010000110001011101000001100100101101101110110011010010001110111110011011011100010101010100010111111000101011100111110110110100011101101110010111101111011101111000110111011111101110110111001001101111011011101011011111110110100001011100111111111111110101010110010000011011101010110111111111011101011101101000000010101011110110101111111010000111100111100111011001101011000110011101
pppi,0000000000000000000001010000000000001100000001000010000010000000010000001000000000000000000000100000000000001000100000000000001010000100000000001000100000001010000011000000000001000001000000000000000000100100000000000000010000000000000000000000100000000000000000011000000011010000010000000100000100000000000100000000010010000000000001000000000000000000000000010011000001000000000000000000000001000000000010000000001100010000011010000000000000000000000000001001000000001000000000000000000000000001100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000001000000001000000000000000000000000100000000010100100000000000100110000001000001000000000100001100000000110000000000000010000000000000000010000000000000000000001010100100100000000000011000000000000000101000000000000000100000000000010000000000011000000100010000000000000000100000010000000000000000001000000000000010010001000000010000000000000100000010000100000000000001000000001000000100000000000000000000100000000000011000000010
pppn,0010000000000000000000000000000000001000100000000001000001000000000000011001000000000000000000100000010110000000000001000000000001000100000000000000000000000001010010000000000000000000000000000011000010000010010000000000000000010000000101000000000000000000000000010000000000000000000010000000001000000000000001000111001111000000001000001000000000000100000001001000000000000000000000000000000000000100000000000000000000000000000000001000000001000110000000000000000010000010000000000000100000000001000000000000100000000000010010000100000010001000000000000100001100100000000000000000000001000000000000000001010000000000000000010000000010000000000000000000000000000100000000000001001100000000100001000000000010111100000000000001000000010100000010001000101010000000100000110000000000000010000001101000010000000000010110001000100010100010000000000010000010000011000000001100000000000000000101000001000000100000000000000001010000010001011000010001001000000000000000000000000000000000010000000000100001000100000000000000010100000000
ppt,0000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000
pram,0100110000011111001011011000101000101100000110010001011011010000010000100010100101000000000110110110001001000010100000100100011000001111101001101001100000001001000101000010101000100000001000101000011000010100010001110000011101000101000100000010000000010000000100100000000111100101000110111001010001001000100110001011110101000011110100101000010001011010011000110001100100111001100001010000000111111110010000001011100100000010011001010001100000101001001000011000111100011100110100010100000011110101000010100010001011100011001001010010000100000110010101100011111000100100100000001001000010000000000111000000101100001011101000011001101100000101000100110000100101000010101001000100001100011101000100010010100011101101000000001000010010110000000000001011101100101010000011001000011000010101011101100101100101000000001100110011011000000110100000010001011010101001100000000000110010110010011000000011000000100011000100000001110001110101000010111100100010010100111010100100010001001101000101010000111000110000000001100010100000000001
pran,0111110000011111001011011110101000101100111110110011011011110011111000110011100111101101010111110111111111000010110000110110111000101111101101101101111001101001010101111011111000101100001111111111011001110110010101110011111101011101110100001010001111011111001111111111110111101101010111111001011101011010110111101111111101100011111100101001111011111011011010111111110110111011110101110101001111111111110101011111110100100110111011111101101001101011011010011101111101011111110110110101100011111101010111101010111011110011011101010110100101000110011101101111111000100100100101001101110010011101100111101101101110011011111100011101101110110111000100111001101111001010101011010111111111011111001101111010101011101111110001101001010011110011100110011011101111101010100011111001111101110111111111101101101111000001011110110011011010100111110000010011111011111011111111011100110011111111011111011111111010100011100111011111111011110101011010111100110011011101111110111100010011011111010111010011111100110100001001100111110011101011
prbamp,1111111110101111101011111110111010101111100111111011111111111111111101111111111011111011011110101111111011111111101111111111111111011111111111111111111101111111111111111111101111111001111111111111111111111111111101111111111101101101110101001111101110111111011111100111011111111111111111111111111011011101110110101111110101111111101111101101110111111111101111111111111110111111101111111000111111110111110111011001111111111110110011100111101000111111110110011011111111011111110110011111111111111101111111111111101101111110000110010111111101110111011111101011111011111111101110111101011111011111111110101110101110011111100101101111111111111111111101111111111101111111111101101111111111011111111111111111111111111111111111101011011110111011110000111111101111111111111111101110111110111011111111111101111111111101011110111111111101111111111101111111111111111111111111011111111011111111011111011111111110111111111110101111111111111111011111111111111111110111111111111111111111101101101111111101111111111011111010111111111101110110
prbatp,1111111110101111101111111111111010111111100111111011111111111111111111111111111011111011011110101111111011111111101111111111111111011111111111111111111101111111111111111111101111111001111111111111111111111111111101111111111101111101111101001111111110111111011111111111011111111111111111111111111111111101110110101111110111111111101111101101110111111111101111111111111111111111101111111001111111110111111111011001111111111110111011100111101000111111110110011011111111011111110110111111111111111101111111111111101101111110000111010111111101110111011111101011111011111111101110111111011111011111111111101110101111011111100101111111111111111111111101111111111101111111111101101111111111011111111111111111111111111111111111101111011110111011110000111111101111111111111111101110111110111011111111111101111111111101011110111111111101111111111101111111111111111111111111111111111011111111011111011111111110111111111110111111111111111111011111111111111111110111111111111111111111111101101111111101111111111011111010111111111101110110
preq0,1011110001111100101111010110001000001110101010000001100101110001111111110000000011111110100111100111001111111100111111110101011100010001111011101111101011101100111001010011101100011011010100011011010111110110010011100101001000100100000011101001000011011100111101110100101010001100011001010100111010100100110001100011001001001110001011100110011101101110000110010000001100010110110001110010110100010100110010001111001000001000101011001010101011100001000111110111000001010111110101100111010100011001111000001000111011000110110010011010110110110000110000101110101011111011001010100100101101001010000101101100000101101001100010100100011011011000100110010001001110010011100100110110110001101000110001100100100100011110111111010100111011101001011001111000011001100110101101001100100000101100111010011011001110111100001101111111001101111100100011101110001111101010010001011110101010101101010011001100001101001100010010111110011110001101101111000111110000100001001110111000001000011101011010110001110000011001110010101001111011110100
preq1,1011110001111000101111010110001000001100101010000001100101110001111111010001010011110110100111100111001111111100111111111101011100010011111111101111110011101100110001010011101100011011010100100011010111011110010011101101001000100100001011101001010011001110111110110100100011001100011001000100111000100100010010110011001001001110001011100010011001101110010010010001001100010110110001110010110000110100110010001100111000001000101011101010101011100001000101111111001001000111110101100111010110011001111000001000111011000110110010011010110110000000110001101110101011111011001010000100101000001010000101000100001101101001100010100100011111010000100110010000011110010011100100110110110001111000110001000100100100001110111111110100111011101001111001111000011000100110101111000100100000001110011001011111000110111100001101111111001111111100100011101110001111101010010011011110101010101001010011101100001101001100010010111110001110001101001111010111110000100011001110111000001000011001011010110001110000011001110011101001111011110101
prfp,1111111111111111101111111111111011111111111111111111011011111110011110110111111111011111011110111111111101111111111111111111111111111111111111101101111111101111011111111110111111111011111111111111111011111111011111111111011101111111111111111111110111111011011111101110111111111111011110111111111001111111101111111111111111111111111111111111111111011111111111111101110110111101101111111001111111111111111111111011111111100111111111111111111111111101111111011111111101111111111101111101101111111111111110111011111111111111011111011111011111111111111111111111111001111111111111011001111011100111111111111110101110111111111100111111111111110111111111111111111111110111111011111110011111111111111111110011111111111111110111111111111111111111110111111111111111111111111011101111111111111111111101110101101111101111111111111011111101111111110111111111111011111111101111010111111111111111111111111011111111111111111111111001111101110111111111111110111111110111111111111111111111111111100111111111111111111111111111111111111111111111
prlp,1111111111111111101111111111111011101111111111111111011011111110111110110111111011011111011110111111111101111111111111111111111111111111111111101101111111111111011111110110111111111001111111111111111011111111011110110111011111111111111111111111110111111011011110111111111111111111011110111111111001111111101111111111111111111111111111111110111111011111111111111101110110111101101011111001111111111111110111111011111111100111110110111111111011111101111111011101111101111111111100011101101101111111111110111011111111111110011110111111011111111111111111111111111001111111111111011001111011100111111111111110001110110111110100111111110111111111111111011111111111110111111011111110011111111111111111110011110111101111110011111011101111011111110010111111111111101111111011101011111111111111111111110101101111111111111111111011111101111111111111111111111101111111101111010111111111111111101111011011110111111111111111111101111100111111111111111110111111110111111111111111111111111111000111011111111111111111101110111111111101111111
pro__L,0000000000000011000001000011000000000100001000000001000000000100000000000001000001000010000000100000000000000000100100000000101001100000000000100000100001000001000000100010000001001000011000010000001011000000110000000000001010000000000000011100000000000000100000010000000001001001000010100101000000001001100000010001000000010000010000011010000000000000000000000000000000000000000000000100000000000000000000000000100000000010000000100010000110000000010000000000010000100011000000000000010000000000000000000000010001010000001001000000000000000000000000000000000000101000100000000000000000000001000000000000000000001000000000010000111000001000000000010010000010000000000000000000000101000000000000100000000010000100100000000000000100000101000000000100101010100000000000100000000000000110010001000101000000000000110010000000000011000000000000001000000001000000000000000000000000010110000100000000100010000001100000000000000000110000010000000001000010000000000001100000000000001001000000000000000001000000000000000000000000010001
prpncoa,1111111111111111101111111011111111111110111111110011111011111111111111111111111011111111111110111111111011111111101111111111111110111111111111111111111101111111111111111111111101111101110111111111111111111110111001110111111111111101111101001111111111111011111111111111111111111111111110111011111111111100101110111111111101111111111111101111110111111111101111111111111110111111111111111111111111110111111111011001111111111111111011100111101111111101111111111111111111011111111100111111101111111111111111111011111101111111110111011111101101111111111111011011111010111111111101111111111011100111111111111111101111011011101111111111111111111111111101111111111101110111111111111011111111011111110111111111111111111111111011101111111111111111111001111111101111111111111111111111111110111111111101110101111111111111111110111111111111111110111101111111111101111111111111111111111011111111011111111111111010111111011110111111111110111111011111111111111111111111111111110111111111111101111111111111111111111011111110111111111111111111
prpp,0100011001001110101111011011101000111100111111010011011010011000010010100011100001010010011110110110011001101011010100100110011000010111101100001000110000001101001110010111111000101101000001100001001101110100111000110100111101111101001100000011110110011010010000111000001111100101011111101001111100101100100111001011110101100011100000101100000001111000001010100011110101011011001101010110101111110110011010011001101111100111011010011001100000011001010011011101101100010100110100100101000000111101100010100110001001110010001101010110100100110111010101001011011000110000111101001111100010110100100111110100001101110101000000110001100101110111100100010000100001100111001111000001101101111100000101000000110111101110010001101100000010010000100100101011111101111010110011101110011010011001111111000101110110000001001101110111011000110111101100010001011100111001100110101010010110011011001000000101001000010111001111100000110001110111100010111110110011010010111010111000001001011000000101110100111110101100111101100010111010000010
pser__L,0100000000000011000111000100001000001100000000000001001001000010010000100000010101010000001010100000000000000000100010000100101001000100000000100000000000100001000100000010001000010000000000000000000010000000010000000000010100000010001000001100000000000000000000000000110100000100000110000000000000000000000000000001100000000000000100001000000000000000000000100000100000000000000000100100000010000010000000000000000100100010010000000011000000000001000010110000100000000000000000000000000001000101000000000010000000001010000001010000100000000000000001000000000000101000001000011000000010000000000000000000001000000000000000011000001110001000000100010000000010010010000001100010000100001010000000000000000011000100000000000000000001000100000000010100100110000000010001101000001000010000011001000010101000000001011000100000000000000010100000010000000000100000000000000001000000000100000100000001000000000000000000000000100000100000010000000100000000000010100000000000000000001000000000000000001011000000000000000000000000000011
ptrc,0000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001
pyam5p,1111111000111010001001000111111110111100110100100000110000110101110110000000100111011110100011101011000111110110011100001000111011100100110101100101010011100001110001010000011101011000010011111110101010000110100010011010110101000101101011111011101101100000101010110010000010111110101101110100001010001110011101110111011011101000001000010101010000110101001000010011110000010010101011010011001111000100111110110011111100100000100000101000010101000101111111110000100011101111111001110000101010001111011011001011110010001110011111000100101110101000100001001111101001111010101000010001111010111000010101100111110011000000101000000101000011001010100111011110111101101110011001101101010100001001001100101000100111011101110100001000101011001011111010111101000101101000101110010101111000001110001011001101101001100000111110110101100011000011001111110010000111100111010001011111100000000010000001101111111011100111000001001110011101110110011010111000100100010001001100110010011111001001110000111000111111001000010101001001110101000001
pydam,1111111000111010001001000111000000111000110100100000110000010101110110000000100111011100100011101011000111110100011100001000101011100100000101100101010010100001110001010000001001011000010011111010101010000110100010011010110101000101101011111011101100000000101010110010000010110110101101110100001000001010011101000111011011001000001000010101000000110101001000000011110000000000101011010011001111000100010110110011110000000000100000001000010001000101011111110000100001101111111001100000101000001111011000001000010010001110011011000100100100001000100001001101100001110010001000010001111010011000010101100111110011000000101000000101000011001010100111011110101101101100001001101101010100001001001000101000000111011101010100001000101011001011111010101101000001101000101110000100100000000110000001001101100001100000111110010100100011000001001111110010000011100111010001011111100000000000000001101111111010000110000000001110011101010110011000011000100100000001001100110010011111001001110000111000000110001000010101001001110101000001
pydx5p,1111111000111000001001001111111110101110110100110001110000110101110111100010110111011111100111001001000111110111001101001010110011100100110001000101011011100001110001010000011101111000000010101110100010000110100110111010110101000101101000010111001101100000101010100001000010111110101101110110001010001110010101110111011011101000001000010101000000110101011010010110110000010010101001010101001111000101111110010011111100100000100000101000110101000101111100110000100011101111110001110000101010000110011011001011110001011110011111000100101110101000110000001101101001111010101000010001110010111000010101100111110011000000101000100101000011011010110111011110111100101110010001101101010000001001001100101100100111010101100100001001101011011111111110111101000101101000101110110101111100001101001011001101101001100001111110110101101000000011101101110010000111000011010001011111110010010010010101101111111011100111000001000110011101110110011011111000100001010001001000110010010111001001110100101000111111000001010001001001110101100001
pydxn,1111111000011000001001000110000000101000110100100000110000010111110010000000100111011100100111001001000111110100001110001000100011100100010101000001110010100001110001010000001001011000000010101011100010000110100010011010110101000101101000110011101100000000101010100000000000110110101101110100001000001010010001000111111011001000001000110101000000110101001000000010110010000000101001010001001011000100010110010011100000000000110001001000110011000101011110010000100001101111110001100000101000100010011100001000010000001110011011000100100100001000101000001101101001110010001000011001110010011000010101100111110011011100101000010101000111101010000110011110101100101100000001101111010000001000101000101000000111010101000110001000101011001011111110101111000001101000101110000101100000000100000001001101000001100000111110010100000000010011001101110010101111001011010001011111100000000000001011101111111010000110000000000110011101010110011000011000100000000001001000111010010011001001110000101000000110000000010001001001110101001001
pydx,1111111000111000001001001110100000101010110100110001110000110101110011100010110111011101100111001001000111110101001101000010100011100100000001000001011010100001110001010000011001111000000010101010100010000110100110111010110101000101101000010111001100000000101010100001000000110110101101110110001000001010010001000111011011001000001000010101000000110101011010000110110000000000101001010101001101000101010110010011110000000000100000001000110101000101011100110000100011101111110001100000101000000110011000001000010001011110011011000100100100001000110000001101100001110010001000010001110010011000010101100111110011000000101000100101000011001010010111011110111100101100000001101101010000001001001000101100000111010101000100001001101011011111111110101101000001101000101110100100110100000101000001001101000001100001111110010100101000000001101101110010000011000011010001011111110010010000010101101111111010000110000000000110011101010110011001011000100000000001001000110010010111001001110100101000110110000001010001001001110101100001
pyr,0000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000100100000000000000000000000000000001100000000000000000000000000001000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000001000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000100000000000001000000000000000000000000000000000000000000000110000000000000000000000000000000000000100000000000000000100000000000000000000000010000101000000000000000000000000000000000000100010000000000000100000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000
q8,0000001010011000100001001000010001000110111000110001110011110011001011100101001101101111111001101011000110000111010010111100001011110111101100000010111000000001010011011110101010001010100100010011001011001111011010000101001110000010000000010000011010001101111011000011111000111100011110101101010100010101101110011001001100001011100010011011000010011100100101001101001001100100000011010000001111111101000010001000010101000001111010110010001101010111011000000001010100000011101001101111101000011001101011100111011100100010101000100000110110101111111011011011100111101011110010011010000110001101101110010110100100111011110111100100000111111001111001000000000111100111100010011100011100011110100101110011001010000110010101001000001100000101010101011010100000000001011010100001110111111000010011001101101000001010110000010011010010000000110100001100000101110100101000101001011100110110110111110000010000111111011100000001111100001111000001001100101111000101010101111001010110010011000010100000001011010011111010010111111000000010
quin,1000000000000011000010001100010000000000000100010001100010000100111101011100100000000000000110100000000001000100010001000100010001000010100000000000100000001001000000000000011100010010010000110100001010000000011000100000011011000100001100011010000000100000010010000001000100000100000010000100010000000101000100001001110000001010100000101010000000000100000100001000011100101001011001000010000001101010000010001000000001100000001000100100100100101000010000000000100101000000000000000010001000110101000010100000000000000000001000000000000100001000010000001000000000100000100010100001000010010101000000100000001000101001000001110010000100000000100000010010000000000010001000000000101100000100000000000000000010000110000000100000000001111000000010000001100010100100000011100000010000000101001101100111100100010000010000001101010000001010000010000000011001001001110000010100000000111000011100101100000110101011100000000101111000001000111110000000110010010001000011000101000000000010000001000010001101001001100000101000100011011000
quln,1011110000110001011010101110010110101010110000010001000000100011110010100010100001000100110111010110000111111101101101000010101000010001001010000101001010010000111001111000111010000001000001001011100000111101101010110010110101100100001000010000000000100010100011101000010010001100101101100110001000010011010001100101000011001010001000000101000010100010011000100110010000010010000001010101001001001001100000110110001000000000100100001011000001100010010101000001000000100111111001000010001001011000011000001000100011001011110000001100000010110000100000100100111001100111010100110001111011011001010001101000000010010100000100000101000011100010100110010010100100101100010001100101001000101000001000000110110110100101100101101000001011010110011001101001001001011000110100100001100000000010000000001000000000101000111100000100100100010111100011101010100010001011010101000111100010011100100101000001101000000011100000000100010001001000011001010010000110001100000000111110010000100110110101010010001100010000010110110000010001100001
r15bp,0100011000001110101011011011101000101100111110010001011010010000010010100011100001000010010110110110011001100011010100100110011000010111101100001000110000001001001100010111111000101101000001100001001101110100010000010000111101000101000100000010000110011010010000111000001111100100011111101001111000101100100111001011110101000011100000001100000001111000001010100011110101011001000001010110100111110110010000011001100101100111010000011001100000001001000011011101101100010100110100000101000000110101100010100110001001110010001100010110100100000111010101000011011000110000111001001101100010010000100110110100001101010101000000100000100101100101100100010000100001100011001101000000101100111100000101000000000111101110010001001000000000010000100100101011111100111010010011001000011000011001011111000101110110000001001101110011011000100110101100010001011000111001100000001000010110011010001000000101000000010011001101000000110001110100100010111110110011010000111010111000000001011000000101110100111110100100111101100010110010000000
r1p,0100011000001010001011011011101000001100111110010001011010010000010010100011100001000010010110110110011001100011010100100110011000010111101100001000110000001001001100010111111000101101000001100001001101110100010000000000111101000101000100000010000110001010010000111000001111100100011111101001111000100100100111001001100101000011100000001100000001111000001010100011110101011001000001010110100111110110010000010001100101100111010000011001100000001001000011011101101100010100110100000101000000110101100010100110001001110010001100010110100100000111010101000011011000110000111001001101100010010000100110110100001101010101000000100000100101100001100100010000100001100011001101000000100100111100000101000000000111101100010001001000000000010000100100101011101100111010010011001000011000011001011111000101110110000001001101110011011000100110101100010001011000111001100000001000010110011010001000000101000000010011001101000000110001110100100010111110110011000000110010111000000001011000000101110100111110100100111101100010110010000000
r5p,0100010000001110101011011001101000101100011110010001011010010000010000100011100001000010000110100110001001100010000100100110011000000111101100001000100000001001000100000010101000100101000000100000001100010000010000010000011101000101000100000010000110010010000000111000000111100100000111101001110000101000100010001011110101000011100000001000000001011000001010100001100100011001000001010010100111110110010000011001100100100111010000011001100000001001000010011100101100010100110100000101000000110101000010100110001001110010000000010110100100000111010101000011001000100000101001001001000010000000100110010000001100010001000000100000100101000101100100010000100001000011001101000000001000111100000100000000000111101100000001001000000000010000100000001011111100111010000011001000011000010001011111000101110100000000001101110011011000000110101000010001011000101001100000000000010010010010001000000001000000000011000101000000110000110000100010111110100010010000111010101000000001011000000101110100111000100000111000100010100000000000
rbl__D,0000110000001010011010011001001000000000011100110000000010010000001000000001100000000010000110100100001001100000000000000110010000001110101000001000100010001001010000000000100000000100000001100000001100000000110000000000001001000100000101000010000100000000010000011000000100100100011010101001100000100000000010001001100110000001100000001000001000010000010010000001000100011100000000010010000101100100010000010000100100000001000000011000100000001000000110001100001100000000110100000000000000110001000010100000001001100000010000010110110100000010010101000000001100100000101000000001000000000000100110010000000000000101000000100000001101000000100010000000100001000010000101000000000000100000000000000000000110001100000001001000000000010000100110000001101100110010000010000000010001000000001101000100010100000000000000011011110000000000001011100001010000001001100000000000000000010010001000000000000000000011000000000000010000110000110010111110000010000000010010001001000001000000100001110100101000000000101000000000100000000000
rbl__L,0000110000001010011010011001001000000000011100110000000010010000001000000001100000000010000110100100001001100000000000000110010000001110101000001000100010001001010000000000100000000100000001100000001100000000110000000000001001000100000101000010000100000000010000011000000100100100011010101001100000100000000010001001100110000001100000001000001000010000010010000001000100011100000000010010000101100100010000010000100100000001000000011000100000001000000110001100001100000000110100000000000000110001000010100000001001100000010000010110110100000010010101000000001100100000101000000001000000000000100110010000000000000101000000100000001101000000100010000000100001000010000101000000000000100000000000000000000110001100000001001000000000010000100110000001101100110010000010000000010001000000001101000100010100000000000000011011110000000000001011100001010000001001100000000000000000010010001000000000000000000011000000000000010000110000110010111110000010000000010010001001000001000000100001110100101000000000101000000000100000000000
rdmbzi,1011111110101110101011111011111010111111100111110011101111011000111111010101111011111110001111101101011111111110001111111111111110111111111111101101111111111101111110100111100101111000110011111111011011111100010001110010101011101101110111101111101111111011011110110010011111111101001011111011101011101101010011101011110101101111101110111110111111111101100101011110010110111111101011111011111101100110111111111001111111111101111010111110111001111100111110011101101111010010010100111100001001110001111011111000111101111110011110010111001101111111011111001110111000110111101110011111011110101111111111100111101110000011010100001111110111110111101110110010110101110111110000111111011111101110111010110011011111001110110111101011011100110111111001111011111101101111101011101110110100111011001101111101100110101101111111110111011101111010110101111111111010011111111011111110111011111111101101011011111110001111111010100011111010110101111011111111100011110111111111101111111101101100111111111111101100111001100010011111111111110111
rfamp,1111111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111101111111111111111101011111111111111111111111111111111111110111111111111101111111011111111111111110111111111111111111101111111111111101111111111111111111111111010111111111111111111111111111101111111111111111111111111111111111111111111111111111111010101111111111111111111111111111111111111111111111101111111111111111011111111111011111011111111111111111100110111111111111101101111110111111011111111111111111011010110111011111110111111111111111111111111111111111111111011110111111111011111111111111111111111111111111111111111111111111111111111011111101111011111111111111111111111111110111111111111111111111111011111111111111011111111111111111111111110111111111111111111110101111110111111101111111111111111010111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111011111111011111111101111111111111111011111111111111111111111111111111111111111111111111111
rhcys,0010010000010111001110011011110000000010111100010101010010011100000000000101111101101110000110100100100001100010100101001110111001100111101100101000100001001011000000010000000000100101010010110000011110000000110000000000001011000100010100001110000100000010111000011000000100100101000011101001100000110000000010001001100100000011100100111100000010010000000010000001010100101001100001010111100101100100011000010000100000110101000001011110110010001000011010001111001100000010010100000000110101111011000011100100001011110001000101010110101100010010000001000000011001101000101001000011000110001001100110010000000110010001000000110000001111001001100000010000100011010010000100010000000100110100000000000100000110101100000001001010001001010100111000000001101010111110001010100000110100000101011101111100011100000000110101010111010001100010001000000001010001001101101111110000100001010110001100111010000001001011100000010010010010110100110110111110000110100000001010001000000001000000001101111100011011001010111001000100101000101001
ribflvRD,1011110111111111011111111110111110101101100110111011110111111100111111111010111111111011110111111101111111011110111011110111111100111111111010111101111111111011111111111111111001111111011111111111011111001110111111111101111011111111111111111111101111111111111111111010101111111111111111101110111011111111110111111111111111110110011111111111111010010011110100011101111111111111110111111101111111011101101011101011111111011111111111111011111101101111111110111111110111111111111011111011110011111111111111111111111111001110111101011111001010101111111111111111111110111101111101101011111110111111111110111111011011101110111110111110111111110111111111111111111111101111111010111111011111111011011110011111101111111110111111011101111111111111111100111111101111101111111111010110110111011111111101101111111101111111111111101111111110011111111011111111111111110111111110111101101111111111111111001110111011111111111111111111110110011000011111111111111111111111111111011011111101001011111111110111101111110110111111111011111001111111
ribflv,1111111111011111111011111011111110111111100110111111111111100111110111111101110111111111101111111101111111111111111111111111111110111111111111100011101111111111111110110101111111111111110011110111011111111111010011111111111011100101110111111111111111111111101110010011011111011111111111111011111111111101111101011111111011101111111111111110111111111111111111111110110111111111111011111111011101101110111111111101110111111111111111111111111011111111011111011101111111101111110111111110011111111101111011111011111011111111111111001110101111111111110011110110111110111111111111111111111110101111111111100101111111111101111011101111111111111111101100100110111101111111100101111111101110111101110111111111111111011111110111110111111011110111111111111111111111111111111111000110011110111110110111011111100111111111111111111101011111111110111111111110111111111111111111111110111011111111111111111111111111111111111011111111111011101111111111011111011111111011111111011111111111111100111011111111111111101111111110010111111111100111
rib__D,0000010000001010001010011001001000000000011100010000000010010000000000000001100000000010000110100100001001100000000100000110010000000110101100001000100000001001000000000000000000100101000000100000001100000000010000000000001001000100000100000010000110000010000000011000000100100100000011101001100000100000000010001001100100000001100000001000000000010000000010000001000100011001000000010010100101100000010000010000100000100101000000011000100000001000000010001100001100000000010100000000000000110001000010100100001001110000000000010110100100000010010101000000001000100000101001000001000010000000100110010000000000010001000000100000000101000000100100000000100001000010000100000000000000100000000000000000000110001100000001001000000000010000100000000001101000110010000010000000010000000000001101000100010100000000000001010011010000000000001000000001010000001001100000000000000000010010001000000000000000000011000000000000010000110000100010111110000010000000010010001000000001010000000001110100101000000000111000000000100000000000
